0,5
0,2
0,5
0,6
0,5
137.438,1594
123.044,1545
157.225,1577
152.842,1609
92.4928,1504
85.3409,45429
70.7694,45273
146.462,45318
110.46,45342
129.35,45214
377.776,4
332.909,4
279.461,4
293.49,13
556.095,4
409.262,1
318.646,2
169.137,0
178.364,2
230.238,2
1314.05,64514
1352.71,52781
1346.4,52229
1097.83,52267
1506.23,52231
318.799,15900
280.55,15918
457.301,15975
274.403,15948
372.23,15951
1175.01,6309
1410.67,6316
1315.95,6315
1373.82,6292
1599.49,6276
484.975,28202
403.49,28230
468.183,28213
363.582,28234
442.241,28197
1885.78,38
1747.28,38
1133.93,38
1573.14,39
1623.66,55
