0,0.2
0,0
0,0
0,0
0,0
72.7674,0
112.316,0
89.2892,0
90.0062,0
93.515,0.6
54.5174,1
69.0676,1.6
51.7112,2.4
67.0401,1.8
58.5685,1.4
253.911,8.8
358.909,4.8
241.299,6.6
248.765,5.6
181.158,6.8
100.697,24
121.905,18
98.5531,20.8
135.185,12.6
201.823,14.2
982.41,29.8
893.19,37
1099.74,38.8
890.838,26.4
1133.15,25
298.743,32.8
189.064,28.2
259.689,26.2
310.929,25.4
159.374,45.4
1240.24,56.2
901.844,132.4
1133.97,86.2
1021.63,70.4
993.341,85.4
331.015,47.2
242.647,60.4
249.334,63.6
349.513,39.8
225.643,49.6
1309.25,128.4
1353.63,154.2
1506.35,103.2
1186.57,170
1486.56,105.4
